ID,Symposia,Weekday,Date,Time Block,Type,Title of Panel/Grouping,Title of Presentation or Screening,Presentation or Paper URL,Presenter/Moderator A,Presenter/Moderator B,Presenter/Moderator C,Presenter/Moderator D,Presenter/Moderator E,Presenter/Moderator F,Work A,Work B,Work C,Work D,Notes
0373,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",11:45 AM,Panel Presentation,"Asian Fragments (From China, Italy, Russia, Georgia, and South Carolina)",Rediscovering Kalatov's First Film Their Kingdom,,Sergei Kapterev,,,,,," Their Kingdom (Mikheil Kalatozishvili and Nutsa Gogoberidze, 1928)",,,,
0374,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",11:45 AM,Screening,"Asian Fragments (From China, Italy, Russia, Georgia, and South Carolina)", ,,Greg Wilsbacher,,,,,,"Aftermath of Japanese Attack on Shanghai (unid., 1937?)",,,,
0375,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",11:45 AM,Screening,"Asian Fragments (From China, Italy, Russia, Georgia, and South Carolina)",,,Chinese Motion Picture Lab,,,,,,"Fox Movietone News, 1934, preservation by Colorlab",,,,
0376,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",11:45 AM,Panel Presentation,"Asian Fragments (From China, Italy, Russia, Georgia, and South Carolina)",Hou Yao's Shadowplay ,,Zhang Zhen,,,,,,"A Poet from the Sea (China Sun Motion Picture Co., 1927), with Donald Sosin on Piano",,,,
0377,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",2:15 PM,Screening,Moving the Underground Above Ground,,,,,,,,,"Sears Sox (1968) Pat O'Neill, Neon Park, and Chick Strand",,,,
0378,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",2:15 PM,Screening,Moving the Underground Above Ground,,,Bill Brand ,Andrea Callard,,,,,11 thru 12 (1977),,,,
0379,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",2:15 PM,Presentation,Moving the Underground Above Ground,GO OH WOW: Unexpected Discoveries in the Excavation of the L.A. Avant-Garde,,Mark Toscano,,,,,,,,,,
0380,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",2:15 PM,Screening,Moving the Underground Above Ground,,,Andrew Lampert,Jeff Lambert (moderator),,,,,"Raw Nerves: A Lacanian Thriller (Manuel DeLanda, 1980)",,,,
0381,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",4:00 PM,Panel Presentation,Women Amateur Filmmakers Travel,Tracing the Flaneuse: New Zealand/Aotearoa,,Kathy Dudding,,,,,,,,,,
0382,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",4:00 PM,Panel Presentation,Women Amateur Filmmakers Travel,"Margaret Cook Thomson's Home Movies of Ginling College, China (1930-38)",,Melissa Dollman,,,,,,,,,,
0383,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",4:00 PM,Panel Presentation,Women Amateur Filmmakers Travel,Round the World and Back Again: An Examination of the Adeleide Pearson Travel FIlms (1931-40),,Kimberly Tarr,,,,,,,,,,
0384,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",4:00 PM,Panel Presentation,Women Amateur Filmmakers Travel,"Claudia Lea Phelps's Lacanian Reel (1923): Japan, Formosa, the Philippines, India, Egypt",,Mark G. Cooper,,,,,,,,,,
0385,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",5:45 PM,Presentation,,"Investigating The Investigation (Union Films, 1948)",,Charles Musser,,,,,,,,,,
0386,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",8:00 PM,Screening,"""Rough, Unpolished, But Alive"": Black and White Films The Color of Blood",,,Jonas Mekas,Edward Bland,Jacqueline Stewart (respondent),Anna McCarthy (respondent), ,,The Cry of Jazz (1959) restored by Anthology Film Archives with fundiong provided by the Film Foundation,,,,
0387,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",8:00 PM,Screening,"""Rough, Unpolished, But Alive"": Black and White Films The Color of Blood",,,Sarah Resnick,Callie Angell,music by T. Griffin,,,,Andy Warhol's Uptight #3 - David Susskind (1966),,,,
0388,Orphans 7: Moving Pictures Around the World,Friday,"April 9, 2010",8:00 PM,Screening,"""Rough, Unpolished, But Alive"": Black and White Films The Color of Blood",,,Esther B. Robinson,,,,,,"The Velvet Underground Rehearses (1965) and (EPS at RISD) (WJAR, April 1, 1967)",,,,
0389,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",9:15 AM,Screening,City Promotion And Advertising Films,,,Michael Cowan,,,,,,"Die Entdeckung Wiens am Nordpol (Peter Eng, 1923), Elaine Brennan on piano",,,,
0390,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",9:15 AM,Screening,City Promotion And Advertising Films,,,Michael Loebenstein,Karin Fest,,,,,"Ein Film vom Waschewaschen (A Film on Doing One's Laundry) (Rudi Mayer, 1933)","Wien 1963 (Schonbrunn Film, 1963)",,,
0391,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",9:15 AM,Screening,City Promotion And Advertising Films,Promote-Your-Own-City Films,,Julia Noordengraaf,,,,,,"(Bergen Film) (1912) and MY City (Raymond M Kristiansen, 2004)",,,,
0392,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",9:15 AM,Screening,City Promotion And Advertising Films,Fly-to-Another-City Films,,Nico de Klerk,,,,,,"New Horizons: Argentina (Oan AMerican World Airways, 196?)",,,,
0393,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",11:00 AM,Panel Presentation,Segregated Space: The Problem of the Color Line,Preserving Stereotypes: Films in the Mayme A. Clayton library and Museum,,Leah Kerr,Trisha Lendo,,,,,"Kilroy (Was) Is Here (Bud Pollard, 1946)",,,,
0394,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",11:00 AM,Screening,Segregated Space: The Problem of the Color Line,,,Carol Radovich,,,,,,"One Tentyh of Our Nation (AMerican Film Center, 1940)",,,,
0395,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",11:00 AM,Panel Presentation,Segregated Space: The Problem of the Color Line,The Making of One Tenth: Difficultiues Portraying the Progress and Problems of Black Education,,Craig Kridel,,,,,,,,,,
0396,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",11:00 AM,Panel Presentation,Segregated Space: The Problem of the Color Line,Roy Harris and teh Musical Score for One Tenth of Our Nation,,Julie Hubbert,,,,,,,,,,
0397,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",12:30 PM,Screening,International Brigades,,,,,,,,,"Spain Celebrates Her New Freedom (Fox Movietone/Hearts Metrotone, 1931)",,,,
0398,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",12:30 PM,Presentation,International Brigades,Henri Cartier-Bresson's First Film: With the Abraham Lincoln Brigade in Spain,,Alice Moscoso,Juan Salas,,,,,With the Abraham Lincoln Brigade in Spain (1938),,,,preservation by Cineric
0399,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",2:15 PM,Panel Presentation,Reorganization of American States,"The Jamaica Film Unit's Parables, 1951-1957",,Terri Francis,,,,,,,,,,
0400,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",2:15 PM,Panel Presentation,Reorganization of American States,Latin America Video Archives: LAVA Nicaragua,,Martha Waller,,,,,,"Aqui en esta esquina (1984, Sistema Sandinista de Television)",Cabildo de Mujeres (ca. 1986) ,,,preservation by the MediaPreserve
0401,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",3:15 PM,Screening,All Over the Map,,,Heidi Rae Cooley,,,,,,,,,,
0402,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",3:15 PM,Panel Presentation,All Over the Map,Islands of Media-Memory and Natural Remains: Pathways to a Berlin Cine-Chronicle,,Thomas Elsaesser,Natalia Fidelholtz,,,,,,,,,
0403,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",4:30 PM,Panel Presentation,Czech Prints and Safety Film,Czech Amateur FIlms,,Jiri Hornicek,,,,,,The Soldier's Story (1934),The First House of the Occupation (1968),,,
0404,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",4:30 PM,Screening,Czech Prints and Safety Film,,,Marsha Orgeron,Devin Orgeron,,,,,"Nevime dne (We don't know the Day...) (Bohumil Vosahlik, 1946)",,,,
0405,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",5:30 PM,Presentation,,"MIAP prserves Another Pilgrim (World Coucil of Churches, 1968) with filmmaker Elaine Summers",,,,,,,,,,,,
0406,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Walter Forsberg,,,,,,(Iraqi Television and radio building damage) (2003),,,,Super * transfer by Nitworks Inc.
0407,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Martina Roepke,,,,,,"Ernemann Heimkino, 17.5mm: Paris, Babies, Bathing, Sudanese, and Einstellung Sr. Konigl. Hoheit des Kronprinzen Georg Von Sachsen in die Armee am 15. Januar 1905 (ca. 1904-07)",,,,
0408,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Gustav Deutsch,Hanna Schimek,,,,,"Eros Exotica: On the nation and staging of the exotic and foreign in commercials, newsreels, fiction films, documentaries, and erotic films from the first four decades of cinematography.",,,,
0409,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Rick Prelinger,,,,,,"(A Trip Down Market Street) (1906), with NYU Steinhardt Music: Program in Film Scoring",,,,
0410,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,George Willeman,,,,,,"The Passaic Textile Strike, reel 5 (International Workers Aid, 1926)",,,,
0411,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Bill Brand,,,,,,"Casabo family films (Uruguay, 192?)",,,,
0412,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Stefan Drobler,,,,,,"Tonende Handschrift: das Wunder des gezeichneten Tones (Rudolf Pfenninget, 1932)",,,,
0413,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Angela Lopez Ruiz,,,,,,"(Fundacion de Arte Contemporaneo, Uruguay) Color (Lidia Garcia Milan, 1958)",,,,
0414 ,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Esther B. Robinson,,,,,,"Henry Haircut (Danny Williams, 1958)",,,,
0415,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Andrew Lampert,,,,,,"(March on Washington for jobs and Freedom) (Ed Emshwiller, August 18, 1963)",,,,
0416,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Blaine Dunlap,,,,,,"Radio Net (Margaret Gregg, 1977)",,,,
0417,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Stefan Elnabli,,,,,,"Homemade TV, ""Self-Help Procedures"" (Portable Channel, 1973)",,,,preservation by the Standby Program
0418,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Stephen Parr,,,,,,"Chuck & Vince: Wedding of the Year, April 8, 1978",,,,
0419,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,Peggy Ahwesh,,,,,,The Third Body (2010),,,,
0420,Orphans 7: Moving Pictures Around the World,Saturday,"April 10, 2010",8:30 PM,Screening,Around the World Time Travel Diary,,,BIll Morrison,,,,,,The Around the World Travel Diary of Mr. and Mrs. Felix M. Warburg and James H. Becker (1927),"""The Ascension,"" from the Life of Christ (Pathe, 1908)",,,
0421,Orphans 8: Made to Persuade,Wednesday,"April 11, 2012",8:00 PM,Screening,,,,Russel Sheaffer,,,,,,Orphans 8 Trailer #1,,,,
0422,Orphans 8: Made to Persuade,Wednesday,"April 11, 2012",8:00 PM,Screening,,,,Carl Goodman,,,,,,"Mother and Child (Tony Schwartz, Citizens for Humphrey-Muskie, 1968)",,,,
0423,Orphans 8: Made to Persuade,Wednesday,"April 11, 2012",8:00 PM,Screening,,,,Leonard Garment,Harry Treleaven,Frank Shakespeare,,,,"Convention (Eugene Jones, 1968)",,,,
0424,Orphans 8: Made to Persuade,Wednesday,"April 11, 2012",8:00 PM,Screening,,,,Dan Streible,,,,,,"Transformations (Ralph Sargent, for IBM, 1968)",,,,
0425,Orphans 8: Made to Persuade,Wednesday,"April 11, 2012",8:00 PM,Screening,,on the new DIF restoration,,Benedict Salazar,Anke Mebold,Tom Gunning,Thomas Lang,,,,,,,
0426,Orphans 8: Made to Persuade,Wednesday,"April 11, 2012",8:00 PM,Screening,,,,"Dennis James, piano","Harrison M. Beck, narrator",,,,,"The Elevated Train Catastrophe, Valy Arnheim, 1921)",,,,
0427,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Presentation,,opening remarks,,David Schwartz,Richard Allen,,,,,,,,,
0428,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Presentation,,Made to Persuade: The Moving Pictures in Our Heads,,San Streible,,,,,,,,,,
0429,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Presentation,,The U.S. Army's Movie Studio in Astoria: excerpt from Use of training Films (1943),,Barbara Miller,,,,,,,,,,
0430,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,"Other Orphans: Bastards, Fugitives, and test-Tube Babies",Pushing on the Analogy,,Anna McCarthy,,,,,,,,,,
0431,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,"Other Orphans: Bastards, Fugitives, and test-Tube Babies",Bastard or Orphan? The USIS's News of Iran (1954),,,,,,,,,,,,
0432,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,"Other Orphans: Bastards, Fugitives, and test-Tube Babies","Orphan Photos, Fugitive Images: Family Photography and the African Diaspora in Europe",,,,,,,,,,,,
0433,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,"Ad FIlms for Theaters, Television, and the Web","Charles Wilp's Sexy-mini-super-flower-pop-op Afri-cola Campaign, 1968-1974",,ANNETTE GROSCHKE,,,,,,"Say: ""I like Afri-cola""",German TV commercial (1968),,,
0434,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,"Ad FIlms for Theaters, Television, and the Web",Archiving Joop Dollywood Advertising Films,,Leenke Ripmeester,,,,,,"De Nachtmerrie (The Nightmare, 1947) ",,,,Long form ad for electric shaver.
0435,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,"Ad FIlms for Theaters, Television, and the Web",Advertising Film: Researching an Unstable genre,,Julia Noordegraaf,,,,,,Geesink ad for Vredestein tires (1961),,,,with actor Aart Brouwer; no dolls.
0436,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,"Ad FIlms for Theaters, Television, and the Web",Digitizing Duke U's AdViews: Post Sugar Crisp Company,,Skip Elsheimer,,,,,,,,,,
0437,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,"Ad FIlms for Theaters, Television, and the Web","Sugar Bear Sells Sugar Crisp, 1949 to present",,Deving Orgeron,,,,,,,,,,
0438,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,"Ad FIlms for Theaters, Television, and the Web",Redating: Let's All Go to the Lobby (195?) ,,Walter Forsberg,,,,,, Let's All Go to the Lobby (195?) ,,,,
0439,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Screening,Making Films at AT&T/Bell Labs 1967-80,,,Neil Cox,David Schwartz,,,,,"Operator (Nell Cox, 1969)",,,,
0440,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Presentation,Making Films at AT&T/Bell Labs 1967-80,"On Computer Animation Pioneers, 1960-69",,Walter Forsberg,,,,,,"The Artist and the Computer (AT&T, 1976)",,,,cinematographer Richard Leacock
0441,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Screening,Making Films at AT&T/Bell Labs 1967-80,,,Bill Brand,,,,,,Touch Tone Phone Film (1973),,,,
0442,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Screening,Making Films at AT&T/Bell Labs 1967-80,,,Katy Martin,,,,,,Dot Squared (1977),,,,
0443,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Screening,Making Films at AT&T/Bell Labs 1967-80,,,Lillian Schwartz,Walter Forsberg,,,,,Pixillation (1970),UFOs and Olympiad (1971),Enigma (1972),Papillons (1973),
0444,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,Commerce,Booster Films and the Paragon Feature Film Company,,Martin L. Johnson,,,,,,"Past and Present in the Cradle of Dixie (Montgomery, 1914)","The Lumberjack (Wausau, 1914)","The Bissveldt Romance (Grand Rapids, 1915)",,
0445,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,Commerce,Hans Richter's Sponsored Films,,Yvonne Zimmermann,,,,,,"The Stock Exchange (Swiss Exchange Zurich, 1939)",,,,restored by the Swiss FIlm Archive
0446,Orphans 8: Made to Persuade,Thursday,"April 12, 2012",,Panel Presentation,Commerce,Hans Richter at the CCNY Institute of Film Techniques,,Dave Davidson,,,,,,"It's Up to You (Leo Seltzer, Office of Price Administration, 1944)",Everything Turns -- Everything Revolves (excerpts from a Davidson documentary in progress),,,
0447,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,Presidential Campaign Films and TV Sports,On The Living Room Candidate,,David Schwartz,,,,,,,,,,
0448,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,Presidential Campaign Films and TV Sports,Three Stories of '48,,Charles Musser,,,,,,The Truman Story (Universal),"The Dewey Story (March of Time, RNC)",A People's Convention (Union Films),an Advocacy Campaign Film,
0449,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Round Table,Presidential Campaign Films and TV Sports,"On Children Limited (1951, Children's Benevolent League)",,Larry A. Jones,Laura Kissel (respondent),Faye Ginsberg (respondent),,,,,,,,
0450,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,Hollywood and the World,"The ""Motion Pictures' Greatest Year"" Campaign",,Catherine Jurca,,,,,,"The World is Ours (MPPDA, 1938)",,,,
0451,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,Hollywood and the World,The Cartoon at the End of the World: Frank Tashlin and The Way of Peace,,Ethan de Seife,Dana Polan (respondent),,,,,"The Way of the Peace (Evangelical Lutheran Church in America, 1947)",,,,
0452,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,In a Family Way,MIdecentury Screen Maps for Model Citizen-Spectators,,Susan Courtney,,,,,,"Family Camping through Forty-eight States, 1954-1961 (Robbins Barstow, 2000)",,,,
0453,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,In a Family Way,A Motherhood Archives: Maternal Edication Films,,Irene Lusztig,,,,,,,,,,
0454,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,In a Family Way,"Welcome to the Nanny State: Carlyle Ellis and the U.S. Children's Bureau, 1919-1926",,Jennifer Horne,,,,,,,,,,
0455,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,In a Family Way,on scoring The Best-Fed Baby (1925),,Andrew Simpson,Crystal Sanchez (moderator),,,,,The Best-Fed baby (Carlyle Ellis),,,,
0456,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Screening,Community Youth Filmmaking,,,Jay Schwartz,Louis Massiah (respondent),,,,,"The Jungle (1967, 12th and Oxford Street Film Makers)",,,,digitization and audio restoration by The MediaPreserve
0457,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Screening,Community Youth Filmmaking,"The Young FIlmmaker's Foundation Collection, ca. 1964-1979",,Elena Rossi-Snook,Jonathan Kahana (moderator),,,,,The Flop (1967),"Aspirations (1971, Peri Muldofsky)",,,
0458,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Screening,Race and Rebellion,classroom discussion film imagines an all-out race war,,Mark Quigley,,,,,,"One Friday (Rolf Forsberg, 1973)",,,,
0459,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,Race and Rebellion,The L.A. Rebellion Project: Daydream Therapy ,,Allyson Nadia Field,Jacqueline Stewart,,,,,"Daydream Therapy (Bernard Nicolas, 1977)",,,,
0460,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Round Table,Race and Rebellion,Q & A,,Gay Abel-Bay,,,,,,,,,,
0461,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,Archivo Memoria: National Memory Reconsidered,One Film Survived the Fire: Cine Movil,,Audrey Young,,,,,,"Cine Movil (Javier Arroyo, 1976)",,,,preserved by Colorlab
0462,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Screening,Archivo Memoria: National Memory Reconsidered,,,Issa Garcia Ascot,,,,,,"Un Modo de Decir (Ascot, 2011)",,,,
0463,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,Archivo Memoria: National Memory Reconsidered,Beyond Persuasion: The Czechoslovak Army Film Studio,,Alice Lovejoy,,,,,,"Crooked Mirror (Karel Kachyna, 1956)",Metrum (Ivan Balad'a 1967),"Opportunity (Vojtech Jasny, 1956)",,
0464,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Panel Presentation,Archivo Memoria: National Memory Reconsidered,,,Michael Bregnant,,,,,,,,,,
0465,Orphans 8: Made to Persuade,Friday,"April 13, 2012",,Screening,Archivo Memoria: National Memory Reconsidered,Of Irish Persuasion,,Sunniva O'Flynn,"Donald Sosin, piano","Seth Anderson, moderator",,,,"Dail Bonds Film (1919), King of the Tribes (Kevin Murray, ca. 1950)","Ireland 1922, Manners in Church (1963)",Dublin of the Welcomes (1935),"Our Country (Liam O Leary/Laoghaire, 1947/48)",
0466,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,Island Governance,Tassilo Adam: Moving Image Adventures in the Dutch East Indies,,Jon Gartenberg,Jeff Capp,,,,,,,,,
0467,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,Island Governance,Films by Governor Jesus T Pinero,,Jaime Partsch,,,,,,,,,,
0468,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,Island Governance,"Rediscovering Buddhist Temples of Hawaii, 1948-1951",,Bill Ferehawk,Taylor McBride (moderator),,,,,,,,,
0469,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Progressive Education and Labor Advocacy: A Lee Dick Retrospective,"introduces School: A FIlm about Progressive Education (1939, Lee Dick)",,Craig Kridel,Ivan von Sauer,Eugene Perl,,,,"School: A Film about Progressive Education (Dick, 1940)",,,,
0470,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Progressive Education and Labor Advocacy: A Lee Dick Retrospective,"""There Are Mean Things Happening in This Land""",,Dan Friedlaender,Adrianne Finelli,,,,,"Men and Dusk (Dick, 1940)",,,,
0471,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,Popular Science,"You Ar Getting Sleepy/Hungry/Horny...The Life and Times of Lester Beck, FIlmmaking Psychologist",,MIchael Aronson,Elizabeth Peterson,,,,,"Human Growth (Sy Wexler, 1948)",,,,
0472,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,Popular Science,Preprint Elements from the Roman Vishniac Film Collection,,Heather Heckman ,Mark G. Cooper,,,,,"The Worlds of Dr. Vishniac (Educational Testing Sefvices, 1959)",,,,
0473,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,"Intentions, Accidents, Ethics: Making ""Lost FIlms"" Accessible",Ghana-U.S. Partnerships: Rediscovering Hamile,,Mona Jimenez,,,,,,"Hamile: The Tongo Hamlet (1964, Ghana Film Industry Corporation)",,,,
0474,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,"Intentions, Accidents, Ethics: Making ""Lost FIlms"" Accessible",on The Burial of Dr. Du Bois,,Louis Massiah,,,,,,,,,,
0475,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,"Intentions, Accidents, Ethics: Making ""Lost FIlms"" Accessible",on Presence Africaine's,,Manthia Diawara,,,,,,"Statues Also Die (Chris Marker and Alain Resnais, 1953)",,,,
0476,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,On Newsfilm,Local TV newsfilm: KTLA outakes and Poison Grain,,Mark J. Williams,,,,,,"Poison Grain (NBC News, 1967)",,,,
0477,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,On Newsfilm,Remembering Bill Birch clips from American Cameraman and Birch family home movies,,Greg Wilsbacher ,Nancy McLean Suniewick,,,,,American Cameraman (work in progress),"Bill Has a Birthday (Birch and Pasquale, 1919-28)","[Bill and Mac] (Chicago, 194?)",,
0478,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,Trailor Trash,,Mark Street,,,,,,Trailer Trash (2009),,,,
0479,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Presentation,Final Screening: Behavior Modification Lite,on The Orphan Film Project DVD Series,,Caitlin Hammer,,,,,,,,,,
0480,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,Final Screening: Behavior Modification Lite,"Study of a Parent's Behavior: Studies of Apparent Behavior (1943, Fritz Heider and Marianne Simmerl)",,Karl Heider,Laura Kissel,Marie Lascu,,,,,,,,
0481,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,Final Screening: Behavior Modification Lite,a hanover makeover of the Heider-Simmel film: Studies of Apparent Motion,,Jodie Mack,,,,,,,,,,
0482,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,USC digital remakes,,Marie Lascu,,,,,,A Revisionist Account of Heroic Behavior (Ross Ovington),Heider-Simmel (Remake) (Lorenzo Brown),Can't Fool Pacman: The Remake! (Amy Jumper),,
0483,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,The Hands of a Stranger,,Nico de Klerk,,,,,,"The Hands of a Stranger (Richard Heffron/USIA, 1966)",,,,
0484,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Panel Presentation,Final Screening: Behavior Modification Lite,Remembering Alan Stark,,Russ Suniewick,Sarah Meyerson,,,,,"[FIlm Technology. Alan Memorial. Screen Tests. Mumps] (Ralph Sargent, 2011)",,,,
0485,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,,,Robert Martens,Walter Forsberg,,,,,"When the Organ Played ""O Promise Me"" (Cecil Stokes, 194?) with Bing Crosby",,,,preserved by Film Technology Co
0486,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,reel 3 of New York University,,Dan Streible,,,,,,"New York University (Willard Van Dyke, 196?)",,,,
0487,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,,,Elizabeth Peterson,,,,,,Adaptive Behavior of Golden-entled Ground Squirrels (Lester F. Beck 1942),,,,
